subject;Age;Gender;task_order;training_performance;experimental_condition;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;believability_question_1;believability_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
 37;25;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 4; 4; 4; 3;-5;-5; 5;-5;-4;-3;-3;-4; 5,00;-2,50; 3,75;-3,50;  7,50;  7,25; 7,50; 7,25;I would try Brand 1;I would try Brand 2; 5; 4; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,4714001303;Learning_Consistent_First; 0,4714001303; 0,4714001303
 38;34;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 2; 2; 2; 2; 3; 3; 3; 3; 1; 1; 1; 1; 2,00; 3,00; 2,00; 1,00; -1,00;  1,00;-1,00; 1,00;I would try neither Brand;I don't know; 3; 3; 3; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;4;yes;3;-0,0175341483;Learning_Inconsistent_First; 0,0175341483; 0,0175341483
 39;27;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 3; 3; 3; 3;-4;-3;-3;-3;-3;-3;-3;-3; 3,00;-3,25; 3,00;-3,00;  6,25;  6,00; 6,25; 6,00;I would try Brand 1;I would try Brand 2; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,7928376778;Learning_Consistent_First; 0,7928376778; 0,7928376778
 41;34;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I don't know;I don't know;-1; 5;-1; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,3987304097;Learning_Consistent_First; 0,3987304097; 0,3987304097
 42;33;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 5; 3; 4;-2;-2;-2;-2;-3;-2;-2;-3; 3; 2; 3; 3; 3,75;-2,50;-2,00; 2,75;  6,25; -4,75; 6,25;-4,75;I would try Brand 1;I would try Brand 4; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,4426368193;Learning_Inconsistent_First;-0,4426368193;-0,4426368193
 45;23;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0; 0; 0;-1;-1;-1; 0; 2,00; 0,00; 2,00;-0,75;  2,00;  2,75; 2,00; 2,75;I would try Brands 1 and 3;I would try Brands 2 and 4;-1; 0;-2;-2;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,5190621771;Learning_Consistent_First; 0,5190621771; 0,5190621771
 46;27;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brand 3;I would try Brand 4; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,1671800692;Learning_Inconsistent_First;-0,1671800692;-0,1671800692
 47;38;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 2; 2; 3; 0; 0; 0; 0; 3; 4; 3; 2; 0; 0; 0; 0; 2,50; 3,00; 0,00; 0,00; -0,50;  0,00;-0,50; 0,00;I would try neither Brand;I would try Brand 4; 4; 3; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,4162183164;Learning_Consistent_First; 0,4162183164; 0,4162183164
 50;32;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3; 0;-3;-3; 0;-2;-1;-2; 0; 0; 2; 2; 0; 0; 0; 0;-2,25; 1,00;-1,25; 0,00; -3,25; -1,25; 3,25; 1,25;I would try Brand 3;I would try Brand 4; 3;-2; 2;-3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;5=I moderately believed it; 0,6226477192;Learning_Inconsistent_First;-0,6226477192; 0,6226477192
 51;21;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-5;-5; 0; 0;-4; 0;-4; 4; 5; 4; 0; 0; 4; 0; 0;-3,50; 3,25;-2,00; 1,00; -6,75; -3,00; 6,75; 3,00;I would try Brand 3;I would try Brands 2 and 4; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,0729390359;Learning_Consistent_First; 0,0729390359;-0,0729390359
 52;20;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1;-1;-1;-1;-1; 1; 1; 1; 1; 1; 1;-1; 1;-1,00; 1,00;-1,00; 0,50; -2,00; -1,50; 2,00; 1,50;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,2871425304;Learning_Inconsistent_First;-0,2871425304; 0,2871425304
 53;31;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00;10,00;10,00;I would try Brand 3;I would try Brand 4; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;no;NA;yes;8;-0,6452976972;Learning_Consistent_First;-0,6452976972; 0,6452976972
 58;30;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-3;-2; 1; 1; 2; 1; 0; 0; 0; 0; 1; 1; 1; 2;-2,25; 0,00; 1,25; 1,25; -2,25;  0,00; 2,25; 0,00;I would try Brand 3;I would try Brand 2;-1; 2;-1; 4;What I learned during the experiment;Not Demand Compliant;yes;2;yes;5=I moderately believed it; 0,1613836483;Learning_Inconsistent_First;-0,1613836483; 0,1613836483
 61;27;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1; 0; 0;-1;-1;-1;-1; 2; 2; 3; 2; 2; 2; 2; 2;-0,50; 2,25;-1,00; 2,00; -2,75; -3,00; 2,75; 3,00;I would try Brands 1 and 3;I would try Brand 4; 1; 1; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA;-0,2953067586;Learning_Consistent_First;-0,2953067586; 0,2953067586
 62;27;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 2; 2; 2; 2; 0; 0; 0; 0; 0,00; 2,00; 0,00; 0,00; -2,00;  0,00; 2,00; 0,00;I would try Brand 3;I would try Brand 4; 4; 3; 4; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,4930979620;Learning_Inconsistent_First;-0,4930979620; 0,4930979620
 65;37;F;Explicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brand 1;I don't know; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,2747646013;Learning_Consistent_First; 0,2747646013; 0,2747646013
 67;27;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 1; 1; 1; 1;-1;-1;-1;-1;-1;-1;-1;-1; 2,00;-1,00; 1,00;-1,00;  3,00;  2,00; 3,00; 2,00;I would try Brand 1;I would try Brands 2 and 4; 3; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 1,0581050357;Learning_Consistent_First; 1,0581050357; 1,0581050357
 70;23;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 3; 3; 3; 3;-4;-3;-3;-3;-3;-3;-3;-3; 3,00;-3,25; 3,00;-3,00;  6,25;  6,00; 6,25; 6,00;I would try Brand 1;I would try Brand 2; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA;-0,2682329384;Learning_Inconsistent_First; 0,2682329384; 0,2682329384
 73;32;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 2; 2; 3; 2; 2; 3; 3; 3; 3; 3; 3; 1; 3; 0; 2,50; 3,00; 2,50; 1,75; -0,50;  0,75;-0,50; 0,75;I would try Brand 1;I would try Brand 4; 3; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,7806070506;Learning_Consistent_First; 0,7806070506; 0,7806070506
 76;31;M;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1;-1;-1;-1; 1; 1; 1; 2; 1; 1; 0; 1;-2;-2;-2;-1;-1,00; 0,75; 1,25;-1,75; -1,75;  3,00;-1,75; 3,00;I would try Brand 3;I would try Brand 2;-1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;6; 0,2982737192;Learning_Inconsistent_First;-0,2982737192;-0,2982737192
 78;18;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 0; 0; 0; 0;-4;-4;-4; 0; 0; 0; 0; 0; 3,00;-3,00; 0,00; 0,00;  6,00;  0,00; 6,00; 0,00;I would try Brand 1;I would try Brand 2; 4; 3; 3; 3;What I thought the experimenter wanted me to say;Demand Compliant;yes;3;no;NA;-0,2865435314;Learning_Inconsistent_First; 0,2865435314; 0,2865435314
 79;28;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 5; 5; 5; 5; 0; 0; 0; 0;-5;-5;-5;-5; 0,00; 0,00; 5,00;-5,00;  0,00; 10,00; 0,00;10,00;I don't know;I would try Brand 2; 0; 5; 0; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,7949707326;Learning_Consistent_First; 0,7949707326; 0,7949707326
 80;36;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I don't know;I don't know; 5; 5; 5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;no;NA;-0,3668246685;Learning_Inconsistent_First; 0,3668246685; 0,3668246685
 81;25;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 2; 0; 3;-3;-4;-3;-2; 2; 2; 4; 2; 3; 3; 3; 2; 1,25; 2,50;-3,00; 2,75; -1,25; -5,75; 1,25; 5,75;I would try Brands 1 and 3;I don't know; 0;-2; 1; 2;What I learned during the experiment;Not Demand Compliant;no;NA;yes;5=I moderately believed it; 0,0375700490;Learning_Consistent_First; 0,0375700490;-0,0375700490
 84;38;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-2;-2;-4;-4;-4;-4;-4; 3; 3; 3; 3; 5; 5; 5; 3;-3,00; 3,00;-4,00; 4,50; -6,00; -8,50; 6,00; 8,50;I would try Brand 3;I would try Brand 4; 4; 5; 4; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;9=I very strongly believed it; 0,4039637529;Learning_Inconsistent_First;-0,4039637529; 0,4039637529
 87;32;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-1;-1;-1;-1; 5; 4; 5; 5; 0; 0; 0; 0;-5,00; 4,75;-1,00; 0,00; -9,75; -1,00; 9,75; 1,00;I would try Brand 3;I would try Brand 4; 5; 2; 5; 1;What I learned during the experiment;Not Demand Compliant;yes;4;yes;3; 0,5249899762;Learning_Consistent_First; 0,5249899762;-0,5249899762
 88;38;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2;-2;-2;-2;-2; 2; 2; 2; 2; 4; 4; 4; 4;-2,00; 2,00;-2,00; 4,00; -4,00; -6,00; 4,00; 6,00;I would try Brand 3;I would try Brand 4; 0; 0; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,5675136969;Learning_Inconsistent_First;-0,5675136969; 0,5675136969
 89;35;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brand 4; 3; 3; 1; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;6;no;NA;-0,2223296042;Learning_Consistent_First;-0,2223296042; 0,2223296042
 93;31;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-3;-3;-3;-3; 3; 3; 3; 4; 3; 3; 4; 4;-3,00; 3,25;-3,00; 3,50; -6,25; -6,50; 6,25; 6,50;I would try Brand 3;I would try Brands 2 and 4; 2; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA;-0,1287452241;Learning_Consistent_First;-0,1287452241; 0,1287452241
 94;32;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 2; 1; 1; 0; 0; 0; 1; 1; 1; 1; 1; 1; 1,00; 0,50; 1,00; 1,00;  0,50;  0,00;-0,50; 0,00;I would try Brand 3;I would try Brand 2; 0; 1; 1; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,1717203379;Learning_Inconsistent_First;-0,1717203379; 0,1717203379
 95;30;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-3;-3;-3;-3;-3; 5; 5; 5; 5; 3; 3; 4; 4;-3,75; 5,00;-3,00; 3,50; -8,75; -6,50; 8,75; 6,50;I would try Brand 3;I would try Brand 4; 4; 1; 4; 1;What I learned during the experiment;Not Demand Compliant;yes;3;yes;7; 0,2531610049;Learning_Consistent_First; 0,2531610049;-0,2531610049
 96;34;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1,00; 0,00; 0,00; 0,00;  1,00;  0,00;-1,00; 0,00;I don't know;I don't know;-5;-5;-5;-5;What I learned during the experiment;Not Demand Compliant;yes;7;no;NA;-0,0975187220;Learning_Inconsistent_First; 0,0975187220;-0,0975187220
 97;29;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 4; 5; 5; 5; 4; 5; 4;-4;-4;-4;-4;-4;-4;-4;-4; 4,75;-4,00; 4,50;-4,00;  8,75;  8,50; 8,75; 8,50;I would try Brand 1;I would try Brand 2; 4; 5; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;3; 0,6594993905;Learning_Consistent_First; 0,6594993905; 0,6594993905
 99;30;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 2,00; 1,00; 0,00; 0,00;  1,00;  0,00; 1,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 3;What I learned during the experiment;Not Demand Compliant;no;NA;yes;8; 0,8198693072;Learning_Consistent_First; 0,8198693072; 0,8198693072
105;20;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2,00; 0,00; 0,00; 0,00;  2,00;  0,00; 2,00; 0,00;I would try Brand 3;I would try Brand 4; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,1449866233;Learning_Consistent_First; 0,1449866233; 0,1449866233
106;35;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 0; 0; 0; 0;-3;-3;-3;-3; 0; 0; 0; 0; 3,00;-3,00; 0,00; 0,00;  6,00;  0,00; 6,00; 0,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;7;no;NA; 0,6923364399;Learning_Inconsistent_First;-0,6923364399;-0,6923364399
