subject;Age;Gender;task_order;training_performance;experimental_condition;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;believability_question_1;believability_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
 73;29;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;9=I very strongly believed it;-0,236186169;Learning_Consistent_First;-0,236186169;-0,236186169
 74;35;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 2; 3; 2; 3; 3; 3; 3;-3;-2;-2;-2;-2;-2;-2;-2; 2,50;-2,25; 3,00;-2,00;  4,75;  5,00; 4,75; 5,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 2; 2;-2;-2;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,390550568;Learning_Inconsistent_First;-0,390550568;-0,390550568
 75;34;M;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 1; 2; 2; 2;-1;-2;-2;-2; 0;-1;-1;-2; 2,00;-1,75; 1,75;-1,00;  3,75;  2,75; 3,75; 2,75;I would try Brand 1;I would try Brand 2; 3; 2; 2; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 1,003708624;Learning_Consistent_First; 1,003708624; 1,003708624
 82;20;F;Explicits First;Fail;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 3; 3; 3;-5;-5;-5;-5;-2;-2;-4;-4; 5; 5; 5; 5; 3,00;-3,00;-5,00; 5,00;  6,00;-10,00;-6,00;10,00;I would try Brand 1;I would try Brand 4;-4; 5;-4; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,431375758;Learning_Inconsistent_First;-0,431375758; 0,431375758
 83;27;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,25; 0,00; 0,25; 0,00;  0,25;  0,25;-0,25;-0,25;I don't know;I would try neither Brand; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,442709281;Learning_Consistent_First;-0,442709281; 0,442709281
 84;34;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 5; 5; 0; 5; 0; 0; 0; 0; 5; 0; 0; 0; 0; 0; 0; 0; 3,75; 1,25; 0,00; 0,00;  2,50;  0,00;-2,50; 0,00;I don't know;I don't know;-5;-5;-5;-5;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,249097481;Learning_Inconsistent_First;-0,249097481; 0,249097481
 85;29;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brand 2;-5; 0;-5; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,659535121;Learning_Consistent_First; 0,659535121;-0,659535121
 86;20;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4;-1;-2; 0;-2; 3; 3; 3; 3; 0; 1; 1; 0;-4,00; 3,00;-1,25; 0,50; -7,00; -1,75; 7,00; 1,75;I would try Brand 3;I would try Brand 4; 3; 4; 4; 3;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,280664644;Learning_Inconsistent_First;-0,280664644; 0,280664644
 89;34;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0;-1,00; 1,00; 0,00; 0,00; -2,00;  0,00; 2,00; 0,00;I would try Brand 3;I would try Brands 2 and 4; 2; 0; 2; 0;What I learned during the experiment;Not Demand Compliant;yes;2;yes;8; 0,106762955;Learning_Consistent_First; 0,106762955;-0,106762955
 91;26;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 0; 0; 1; 1; 0; 1; 1; 1; 1; 2; 1; 2; 0; 0,75; 1,00; 0,50; 1,25; -0,25; -0,75; 0,25; 0,75;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;9=I very strongly believed it; 0,225223058;Learning_Consistent_First; 0,225223058;-0,225223058
 92;38;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00;10,00;10,00;I would try Brand 3;I would try neither Brand; 5; 5; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,710991011;Learning_Inconsistent_First;-0,710991011; 0,710991011
 93;23;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-2;-2;-2;-2; 4; 4; 4; 4; 3; 4; 4; 4;-3,00; 4,00;-2,00; 3,75; -7,00; -5,75; 7,00; 5,75;I would try Brand 3;I would try Brands 2 and 4; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;2;yes;3;-0,108976387;Learning_Consistent_First;-0,108976387; 0,108976387
