subject;Age;Gender;task_order;training_performance;experimental_condition;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;believability_question_1;believability_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
905546455;30;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00;10,00; 10,00;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;5=I moderately believed it; 0,46400268;Learning_Consistent_First; 0,46400268;-0,46400268
905546456;32;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3;-1; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3;-4;-4;-3;-3; 2,00; 3,00; 3,00;-3,50; -1,00;  6,50; 1,00; -6,50;I would try Brand 3;I would try Brand 2;-2; 2; 3; 4;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;7;-0,09579402;Learning_Inconsistent_First; 0,09579402;-0,09579402
905546465;32;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 2; 1; 2; 1;-5;-5;-5;-5;-1;-1;-1;-2; 5,00;-5,00; 1,50;-1,25; 10,00;  2,75;10,00;  2,75;I would try Brand 1;I would try Brand 2; 4; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,74979748;Learning_Consistent_First; 0,74979748; 0,74979748
905546467;26;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 3; 1; 1; 1; 1;-2;-2;-2;-2;-1;-1; 0;-1; 2,25;-2,00; 1,00;-0,75;  4,25;  1,75; 4,25;  1,75;I would try Brands 1 and 3;I would try Brands 2 and 4; 2; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,21239482;Learning_Consistent_First; 0,21239482; 0,21239482
905546469;38;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 5; 4; 4; 4; 4; 4; 4;-4;-4;-5;-5;-4;-4;-4;-4; 4,25;-4,50; 4,00;-4,00;  8,75;  8,00; 8,75;  8,00;I would try Brand 3;I would try Brand 4; 5; 4; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;6;no;NA;-0,25139469;Learning_Consistent_First;-0,25139469;-0,25139469
905546472;38;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5;-5; 5; 5; 2; 3; 2; 2; 5;-5;-5; 5; 4; 4; 4; 5; 2,50; 0,00; 2,25; 4,25;  2,50; -2,00; 2,50; -2,00;I would try Brand 3;I would try Brand 4; 4; 3; 3; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,63837532;Learning_Inconsistent_First;-0,63837532;-0,63837532
905546474;27;M;Explicits First;Fail;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 2; 2; 3; 2; 3; 3; 2; 3; 2; 3;-2;-2;-2;-3; 1,50; 2,50; 2,75;-2,25; -1,00;  5,00;-1,00;  5,00;I would try Brands 1 and 3;I would try Brand 2; 3; 5; 3; 3;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA;-0,14188287;Learning_Inconsistent_First; 0,14188287; 0,14188287
905546477;38;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;8;no;NA; 0,43801962;Learning_Consistent_First; 0,43801962; 0,43801962
905546480;24;M;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;9=I very strongly believed it;-0,65079210;Learning_Inconsistent_First; 0,65079210; 0,65079210
905546484;33;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-3;-3;-3;-2;-2;-1;-2; 2; 3; 3; 3; 2; 2; 2; 2;-2,75; 2,75;-1,75; 2,00; -5,50; -3,75; 5,50;  3,75;I would try Brand 3;I would try Brand 4; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;6;no;NA; 0,27886741;Learning_Inconsistent_First;-0,27886741; 0,27886741
905546486;24;No Gender Info Provided;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00;  0,00;I don't know;I don't know; 0; 0; 0; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;2;yes;5=I moderately believed it; 0,36246752;Learning_Inconsistent_First;-0,36246752; 0,36246752
905546487;33;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0;-1;-1;-1; 0; 0; 0; 0; 1; 2; 3; 1; 0; 0; 0; 0;-0,75; 1,75; 0,00; 0,00; -2,50;  0,00; 2,50;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 2; 4; 2; 4;What I learned during the experiment;Not Demand Compliant;yes;7;no;NA;-0,49799274;Learning_Consistent_First;-0,49799274; 0,49799274
905546488;24;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 0; 0; 1; 0; 1; 1; 1; 0;-1; 0; 1; 1; 1; 1; 0,50; 0,00; 0,75; 1,00;  0,50; -0,25;-0,50;  0,25;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,59133376;Learning_Inconsistent_First;-0,59133376; 0,59133376
905546489;18;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 2; 2; 2; 2;-2;-3;-2;-2; 3; 3; 3; 3; 0,00;-2,25; 2,00; 3,00;  2,25; -1,00;-2,25;  1,00;I would try Brand 1;I would try Brand 4; 1;-1; 0; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;7;no;NA; 0,15009485;Learning_Consistent_First; 0,15009485;-0,15009485
905546490;32;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00; 0,00; 5,00;-10,00; -5,00;10,00;  5,00;I would try Brand 3;I would try Brands 2 and 4; 5;-1; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,15312019;Learning_Inconsistent_First;-0,15312019; 0,15312019
905546491;19;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0,00; 0,00; 0,25; 0,25;  0,00;  0,00; 0,00;  0,00;I don't know;I would try Brands 2 and 4; 4; 4; 4; 4;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;6;no;NA;-0,03353310;Learning_Consistent_First;-0,03353310; 0,03353310
905546492;34;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 1; 1; 2;-2;-2;-2;-2; 2; 0; 0; 0;-1; 1; 0; 4; 1,75; 0,50;-2,00; 1,00;  1,25; -3,00;-1,25;  3,00;I would try neither Brand;I would try Brand 4; 5;-1;-3; 3;What I learned during the experiment;Not Demand Compliant;yes;6;no;NA; 0,13248948;Learning_Inconsistent_First;-0,13248948; 0,13248948
905546493;39;M;Explicits First;Fail;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0,00; 0,00; 0,25; 0,25;  0,00;  0,00; 0,00;  0,00;I don't know;I don't know;-5; 1;-5; 2;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,36035513;Learning_Consistent_First; 0,36035513;-0,36035513
905546494;31;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 1; 0; 0; 2; 2; 2; 2; 0; 0; 0; 0; 5; 5; 5; 5; 0,25; 0,00; 2,00; 5,00;  0,25; -3,00;-0,25;  3,00;I would try Brand 1;I would try Brands 2 and 4;-3; 3;-2; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;9=I very strongly believed it; 0,26345691;Learning_Inconsistent_First;-0,26345691; 0,26345691
905546495;27;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3,00; 3,00; 3,00; 3,00;  0,00;  0,00; 0,00;  0,00;I don't know;I don't know; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,57876678;Learning_Consistent_First; 0,57876678;-0,57876678
905546498;24;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1; 2; 1; 1; 3; 2; 2; 2;-1;-1; 1;-1;-1; 2;-1;-1; 0,75;-0,50; 2,25;-0,25;  1,25;  2,50; 1,25;  2,50;I would try Brand 1;I would try Brand 2; 1; 3; 2; 1;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA;-0,19237116;Learning_Inconsistent_First; 0,19237116; 0,19237116
905546499;33;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 3;-1;-1;-1;-1;-1;-1; 0; 1; 1; 2; 2; 2; 2,25;-0,25;-1,00; 1,75;  2,50; -2,75; 2,50; -2,75;I would try Brand 1;I would try Brands 2 and 4; 4; 1; 2; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;3; 0,14908396;Learning_Consistent_First; 0,14908396; 0,14908396
905546502;19;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 2; 2; 2;-2; 2;-2;-2;-2;-3;-2;-2;-2;-2; 3,50;-2,25; 1,00;-2,00;  5,75;  3,00; 5,75;  3,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;What I thought the experimenter wanted me to say;Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,23529187;Learning_Inconsistent_First;-0,23529187;-0,23529187
905546503;24;F;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0;-2; 0; 0; 0; 0; 0; 0;-1; 0;-2; 0;-2; 0;-0,50;-0,25; 0,00;-1,00; -0,25;  1,00;-0,25;  1,00;I would try Brand 3;I would try Brand 2; 1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,60819187;Learning_Consistent_First; 0,60819187; 0,60819187
905546504;35;F;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0;-1;-1;-1;-1;-1;-1;-1;-1; 1; 1; 1; 1; 0,00;-1,00;-1,00; 1,00;  1,00; -2,00; 1,00; -2,00;I would try Brand 1;I would try Brand 4;-4;-3;-4;-3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,18426623;Learning_Inconsistent_First;-0,18426623;-0,18426623
905546505;39;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1;-1;-1;-1; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0;-1,00; 1,00; 0,00; 0,00; -2,00;  0,00;-2,00;  0,00;I would try Brand 3;I would try neither Brand; 1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA;-0,29017124;Learning_Consistent_First;-0,29017124;-0,29017124
905546506;37;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 2; 2; 2; 2;-2;-2;-2;-2;-2;-2;-2;-2; 2,00;-2,00; 2,00;-2,00;  4,00;  4,00; 4,00;  4,00;I don't know;I don't know; 2; 2; 2; 2;What I thought the experimenter wanted me to say;Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,34888132;Learning_Inconsistent_First;-0,34888132;-0,34888132
905546510;33;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-1;-1;-1;-1; 0; 0; 0; 0;-2;-2;-2;-2; 0; 0; 0; 0;-1,00;-2,00; 0,00; 0,00;  1,00;  0,00; 1,00;  0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 3; 1; 3; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,44937469;Learning_Inconsistent_First;-0,44937469;-0,44937469
905546514;33;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00;10,00; 10,00;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,44064972;Learning_Inconsistent_First;-0,44064972; 0,44064972
905546515;22;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-5,00; 5,00; 5,00;-5,00;-10,00; 10,00;10,00;-10,00;I would try Brand 3;I would try Brand 2;-5; 5; 5;-5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,04947828;Learning_Consistent_First; 0,04947828;-0,04947828
905546516;20;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0;-1;-1;-1;-1; 0; 0; 0; 0; 0,00;-1,00; 0,00; 0,00;  1,00;  0,00;-1,00;  0,00;I would try neither Brand;I would try Brand 2; 0; 4; 1; 4;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;3;no;NA; 0,37801937;Learning_Inconsistent_First;-0,37801937; 0,37801937
905546517;36;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3;-3;-3;-3;-4; 3; 3; 4; 3; 3; 3; 3; 4;-3,00; 3,25;-3,25; 3,25; -6,25; -6,50; 6,25;  6,50;I would try Brand 3;I would try Brand 4; 2; 2; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;4;yes;5=I moderately believed it;-0,30466472;Learning_Consistent_First;-0,30466472; 0,30466472
905546518;36;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00;10,00; 10,00;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;9=I very strongly believed it; 0,50359524;Learning_Inconsistent_First;-0,50359524; 0,50359524
905546519;26;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 2; 2; 2; 2; 2; 2; 2; 2;-5,00; 2,00;-5,00; 2,00; -7,00; -7,00; 7,00;  7,00;I would try neither Brand;I would try neither Brand; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,15822884;Learning_Consistent_First;-0,15822884; 0,15822884
905546520;27;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3; 2; 2; 2; 2; 1; 1; 1; 1; 1; 1; 1; 1;-3,00; 1,00; 2,00; 1,00; -4,00;  1,00; 4,00; -1,00;I would try neither Brand;I would try neither Brand; 2; 5; 2; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,10574477;Learning_Inconsistent_First;-0,10574477; 0,10574477
905546521;21;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1;-2;-2;-2;-2; 1; 1; 1; 1; 3; 2; 2; 2;-1,00; 1,00;-2,00; 2,25; -2,00; -4,25; 2,00;  4,25;I would try Brand 3;I would try Brand 4;-1; 1;-1; 1;What I learned during the experiment;Not Demand Compliant;yes;2;no;NA;-1,05443688;Learning_Consistent_First;-1,05443688; 1,05443688
905546523;twentyseven;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0;-1;-3; 1; 3; 4; 4; 4; 0; 0; 0; 0; 3; 4; 3; 4;-0,75; 0,00; 3,75; 3,50; -0,75;  0,25; 0,75; -0,25;I would try Brand 3;I would try Brand 4; 1; 2;-1; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;yes;9=I very strongly believed it; 0,15431217;Learning_Consistent_First; 0,15431217;-0,15431217
905546524;38;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3; 1; 1; 1; 1; 2; 2; 2; 2; 0; 0; 0; 0;-3,00; 2,00; 1,00; 0,00; -5,00;  1,00; 5,00; -1,00;I would try Brand 3;I would try Brand 2;-4; 2; 3;-1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;2;no;NA;-0,41697158;Learning_Inconsistent_First; 0,41697158;-0,41697158
905546525;36;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00;10,00; 10,00;I would try Brand 3;I would try Brand 4;-5;-5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,01076446;Learning_Consistent_First; 0,01076446;-0,01076446
905546526;25;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2;-2;-2;-2;-2; 2; 2; 2; 2; 2; 2; 2; 2;-2,00; 2,00;-2,00; 2,00; -4,00; -4,00; 4,00;  4,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 4; 4; 4; 4;What I thought the experimenter wanted me to say;Demand Compliant;yes;7;no;NA; 0,26900012;Learning_Inconsistent_First;-0,26900012; 0,26900012
