subject;Age;Gender;task_order;training_performance;experimental_condition;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;believability_question_1;believability_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
 18;33;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0,00; 1,00; 0,00; 1,00; -1,00; -1,00; 1,00; 1,00;I would try Brand 3;I would try Brand 4; 5; 3; 3; 4;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;9=I very strongly believed it; 0,73827634;Learning_Inconsistent_First;-0,73827634; 0,73827634
 19;25;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2; 0;-3; 0; 0;-1; 0; 2; 2; 3; 2; 0; 0; 0; 0;-1,75; 2,25;-0,25; 0,00; -4,00; -0,25; 4,00; 0,25;I would try Brand 3;I would try neither Brand; 5; 3; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;2;-0,21351749;Learning_Consistent_First;-0,21351749; 0,21351749
 21;22;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3; 0; 0; 0; 0; 3; 3; 3; 3; 0; 0; 0; 0;-3,00; 3,00; 0,00; 0,00; -6,00;  0,00; 6,00; 0,00;I would try Brand 3;I would try Brand 2; 4; 2; 4; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,54992743;Learning_Consistent_First; 0,54992743;-0,54992743
 22;41;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 2; 2; 2; 2; 0; 0; 0; 0; 2; 2; 2; 2; 1,00; 0,00; 2,00; 2,00;  1,00;  0,00;-1,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3;no;NA; 0,30615490;Learning_Inconsistent_First;-0,30615490; 0,30615490
 24;28;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brand 3;I don't know; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,87784258;Learning_Inconsistent_First; 0,87784258;-0,87784258
 25;28;F;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-4;-5;-5; 0; 0; 0; 0; 4; 5; 5; 5; 0; 0; 0; 0;-4,75; 4,75; 0,00; 0,00; -9,50;  0,00; 9,50; 0,00;I would try Brand 3;I would try Brands 2 and 4; 2; 0; 4; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,05172612;Learning_Consistent_First; 0,05172612;-0,05172612
 27;20;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-1;-1;-2;-3; 0;-2;-1; 2; 3; 2; 2; 0; 2; 2; 2;-1,50; 2,25;-1,50; 1,50; -3,75; -3,00; 3,75; 3,00;I would try Brand 3;I would try Brand 4; 2; 2; 2; 2;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;yes;5=I moderately believed it;-0,45255298;Learning_Consistent_First;-0,45255298; 0,45255298
 29;21;M;Explicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-4;-3;-3;-1;-2;-2;-2; 3; 3; 3; 3; 2; 3; 2; 2;-3,25; 3,00;-1,75; 2,25; -6,25; -4,00; 6,25; 4,00;I would try Brand 3;I would try Brand 4; 5; 4; 3; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;8;-0,43900121;Learning_Consistent_First;-0,43900121; 0,43900121
 32;22;F;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-3;-3;-3;-3; 5; 5; 5; 5; 3; 4; 3; 4;-5,00; 5,00;-3,00; 3,50;-10,00; -6,50;10,00; 6,50;I would try Brand 3;I would try Brand 4; 5; 4; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,56308276;Learning_Inconsistent_First;-0,56308276; 0,56308276
 33;35;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 3; 2; 3; 2; 0; 0; 0; 0; 2; 2; 2; 2; 0,00; 0,00; 2,50; 2,00;  0,00;  0,50; 0,00; 0,50;I would try neither Brand;I don't know; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;7;yes;9=I very strongly believed it; 0,59023149;Learning_Consistent_First; 0,59023149; 0,59023149
 34;21;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 4; 3; 3; 3; 3,00; 3,00; 3,00; 3,25;  0,00; -0,25; 0,00;-0,25;I would try Brands 1 and 3;I would try Brands 2 and 4; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;6;-0,32500040;Learning_Inconsistent_First; 0,32500040; 0,32500040
 36;23;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 4; 4; 4; 4;-4;-4;-4;-4;-3;-3;-3;-4; 4,00;-4,00; 4,00;-3,25;  8,00;  7,25; 8,00; 7,25;I would try Brand 1;I would try Brand 2; 2; 2; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;3;yes;9=I very strongly believed it;-0,06430230;Learning_Inconsistent_First; 0,06430230; 0,06430230
 37;26;M;Explicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 3; 2; 3; 2; 3;-1;-1;-2;-2;-3;-3;-3;-2; 2,25;-1,50; 2,50;-2,75;  3,75;  5,25; 3,75; 5,25;I would try Brand 1;I would try Brand 2; 0; 2;-1; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3;no;NA; 0,60620662;Learning_Consistent_First; 0,60620662; 0,60620662
 38;37;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;-1;-1;-1;-1; 0,00; 0,00; 0,00;-1,00;  0,00;  1,00; 0,00; 1,00;I don't know;I don't know; 5; 0; 5; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3;no;NA;-0,35864531;Learning_Inconsistent_First; 0,35864531; 0,35864531
 39;33;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 2; 2; 2; 2;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it;-0,04713336;Learning_Consistent_First;-0,04713336;-0,04713336
 40;40;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 2; 2; 2; 2;-2;-2;-2;-2;-1;-1;-1;-1; 2,00;-2,00; 2,00;-1,00;  4,00;  3,00; 4,00; 3,00;I would try Brand 1;I would try Brand 2; 3; 3; 5; 1;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;4;no;NA; 0,02035201;Learning_Inconsistent_First;-0,02035201;-0,02035201
 42;29;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 1; 1; 1; 1;-3;-3;-3;-3; 1; 1; 1; 1; 3,00;-3,00; 1,00; 1,00;  6,00;  0,00; 6,00; 0,00;I would try Brand 1;I would try Brands 2 and 4; 3; 0; 5; 0;What I learned during the experiment;Not Demand Compliant;no;NA;yes;9=I very strongly believed it;-0,14751249;Learning_Inconsistent_First; 0,14751249; 0,14751249
 44;39;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1; 1; 1; 1; 1; 1; 1;-1;-1;-1;-1;-1;-1;-1;-1; 1,00;-1,00; 1,00;-1,00;  2,00;  2,00; 2,00; 2,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,56710691;Learning_Inconsistent_First;-0,56710691;-0,56710691
 45;36;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-5;-5;-5;-5; 5,00;-5,00; 5,00;-5,00; 10,00; 10,00;10,00;10,00;I would try Brand 1;I would try Brand 2; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;no;NA;yes;5=I moderately believed it; 0,67539240;Learning_Consistent_First; 0,67539240; 0,67539240
 46;30;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 0; 0; 0; 1; 1; 1; 1; 1;-1;-1;-1;-1; 2,00; 1,00; 0,25;-1,00;  1,00;  1,25; 1,00; 1,25;I would try neither Brand;I would try Brand 4; 2; 3; 0; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;3;yes;3; 0,19014758;Learning_Inconsistent_First;-0,19014758;-0,19014758
 47;26;M;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 1; 2; 2; 2; 3;-2;-2;-2;-2; 0; 0; 1;-2; 0,25;-2,00; 2,25;-0,25;  2,25;  2,50; 2,25; 2,50;I would try Brands 1 and 3;I would try Brands 2 and 4; 2; 0;-1; 1;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,27561103;Learning_Consistent_First; 0,27561103; 0,27561103
 48;35;M;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 0; 2; 2; 0; 2;-2;-2;-2; 0; 0; 0;-2;-1; 1,50;-1,50; 1,50;-0,75;  3,00;  2,25; 3,00; 2,25;I would try Brand 1;I would try Brand 2; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,77154574;Learning_Inconsistent_First;-0,77154574;-0,77154574
 49;38;F;Explicits First;Fail;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-3; 3; 3; 3; 3;-3;-3;-3;-3; 3; 4; 3; 3;-3,00;-3,00; 3,00; 3,25;  0,00; -0,25; 0,00; 0,25;I would try neither Brand;I would try Brand 4; 3; 3; 3; 3;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,13077418;Learning_Consistent_First; 0,13077418;-0,13077418
 52;23;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 1; 1; 1; 1; 0; 0; 0; 0; 2; 2; 2; 2; 0; 0; 0; 0; 1,00; 2,00; 0,00; 0,00; -1,00;  0,00; 1,00; 0,00;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;3; 0,50235006;Learning_Inconsistent_First;-0,50235006; 0,50235006
 53;28;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-1;-1;-1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;-1,00; 0,00; 0,00; 0,00; -1,00;  0,00; 1,00; 0,00;I don't know;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,60357109;Learning_Consistent_First; 0,60357109;-0,60357109
 55;30;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 1; 2; 2; 2; 5; 5; 5; 5; 3; 3; 2; 4;-5,00; 5,00; 1,75; 3,00;-10,00; -1,25;10,00; 1,25;I would try Brand 3;I would try Brand 4; 5;-3; 5; 2;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,32990391;Learning_Consistent_First;-0,32990391; 0,32990391
 56;32;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-4;-4;-4;-4; 4; 4; 4; 4; 4; 4; 4; 4;-4;-4;-4;-4;-4,00; 4,00; 4,00;-4,00; -8,00;  8,00; 8,00;-8,00;I would try Brand 3;I would try Brand 2; 5; 5; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it;-0,59841841;Learning_Inconsistent_First; 0,59841841;-0,59841841
 63;18;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5;-5,00; 5,00;-5,00; 5,00;-10,00;-10,00;10,00;10,00;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;no;NA;yes;5=I moderately believed it; 0,17881758;Learning_Consistent_First; 0,17881758;-0,17881758
 64;42;M;Implicits First;Pass;EX;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 5; 5; 5; 5; 0; 0; 0; 0;-5,00; 5,00; 0,00; 0,00;-10,00;  0,00;10,00; 0,00;I would try Brand 3;I would try neither Brand; 3;-2; 5;-2;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA;-0,42101904;Learning_Inconsistent_First; 0,42101904;-0,42101904
 65;44;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 1; 1; 1; 1;-2;-2;-2;-1;-1;-1;-1;-1; 2,00;-1,75; 1,00;-1,00;  3,75;  2,00; 3,75; 2,00;I would try Brand 1;I would try Brand 2; 0; 0; 0; 0;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,08912876;Learning_Consistent_First; 0,08912876; 0,08912876
 66;24;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,25; 0,00; 0,00; 0,00;  0,25;  0,00; 0,25; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;no;NA;no;NA; 0,07295025;Learning_Inconsistent_First;-0,07295025;-0,07295025
 69;18;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 3; 2; 2; 0; 1; 2; 0; 0;-4; 0;-1; 2; 1; 2; 0; 2,25;-1,25; 0,75; 1,25;  3,50; -0,50; 3,50;-0,50;I would try neither Brand;I would try Brands 2 and 4; 0; 2; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;4;yes;3; 0,28663909;Learning_Consistent_First; 0,28663909; 0,28663909
 71;30;F;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 2; 0; 0; 0; 1;-2; 1; 0; 0; 0;-2; 0; 5; 0,50;-0,25; 0,25; 0,75;  0,75; -0,50; 0,75;-0,50;I would try Brand 1;I would try neither Brand; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,40196251;Learning_Consistent_First; 0,40196251; 0,40196251
 72;24;F;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 0; 0; 3;-2;-2;-2;-2; 0; 1; 0; 0; 4; 3; 4; 4; 1,25; 0,25;-2,00; 3,75;  1,00; -5,75; 1,00;-5,75;I would try Brand 1;I would try Brands 2 and 4;-3; 2;-3; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,83106559;Learning_Inconsistent_First;-0,83106559;-0,83106559
 73;39;F;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 1; 1; 1; 1;-4;-4;-4;-4;-1;-1;-1;-1; 4,00;-4,00; 1,00;-1,00;  8,00;  2,00; 8,00; 2,00;I would try Brand 1;I would try Brand 2; 1; 1; 1; 1;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,63919516;Learning_Consistent_First; 0,63919516; 0,63919516
 76;34;F;Implicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 5; 5; 5; 5;-5;-5;-5;-5;-5;-5;-5;-5; 5,00;-5,00; 5,00;-5,00; 10,00; 10,00;10,00;10,00;I would try Brand 1;I would try Brand 2; 5; 5;-5;-5;What I learned during the experiment;Not Demand Compliant;no;NA;yes;5=I moderately believed it; 0,04929454;Learning_Inconsistent_First;-0,04929454;-0,04929454
 78;36;M;Explicits First;Pass;EX;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5;-5; 5; 5; 5; 5; 5; 5;-5; 5; 5;-5;-5;-5;-5;-5; 2,50; 0,00; 5,00;-5,00;  2,50; 10,00; 2,50;10,00;I would try Brand 1;I would try Brand 2; 5; 5;-5;-5;What I learned during the experiment;Not Demand Compliant;yes;7;no;NA; 0,50663177;Learning_Inconsistent_First;-0,50663177;-0,50663177
 81;33;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00;  0,00; 0,00; 0,00;I would try neither Brand;I would try neither Brand; 3; 3; 3; 3;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,03781516;Learning_Consistent_First;-0,03781516; 0,03781516
 82;18;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 3; 3; 3; 3; 1; 1; 1; 1; 2; 2; 3; 3; 0,00; 1,00; 3,00; 2,50; -1,00;  0,50; 1,00;-0,50;I would try Brand 3;I would try Brand 2; 0; 0;-1; 0;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,07849859;Learning_Inconsistent_First; 0,07849859;-0,07849859
 83;25;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 1; 1; 1; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0,00; 0,75; 0,75; 0,00; -0,75;  0,75; 0,75;-0,75;I would try Brands 1 and 3;I would try Brand 2; 0; 1; 2; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;3; 0,21342556;Learning_Consistent_First; 0,21342556;-0,21342556
 84;25;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-4;-3;-3; 1; 0; 0; 0; 4; 4; 3; 3; 0; 0; 0; 0;-3,25; 3,50; 0,25; 0,00; -6,75;  0,25; 6,75;-0,25;I would try Brand 3;I would try Brands 2 and 4; 4; 0; 4; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,30732791;Learning_Inconsistent_First; 0,30732791;-0,30732791
