subject;Age;Gender;task_order;training_performance;experimental_condition;stimulus_identity;Outcome_1_Pos_Neg;Outcome_1_Good_Bad;Outcome_1_Pleasant_Unpleasant;Outcome_1_Like_Dislike;Target_1_Pos_Neg;Target_1_Good_Bad;Target_1_Pleasant_Unpleasant;Target_1_Like_Dislike;Outcome_2_Pos_Neg;Outcome_2_Good_Bad;Outcome_2_Pleasant_Unpleasant;Outcome_2_Like_Dislike;Target_2_Pos_Neg;Target_2_Good_Bad;Target_2_Pleasant_Unpleasant;Target_2_Like_Dislike;Mean_Outcome_1;Mean_Outcome_2;Mean_Target_1;Mean_Target_2;OEC_Effect;IR_Effect;Transformed_OEC_Effect;Transformed_IR_Effect;Intentions_1_3_response;Intentions_2_4_response;stim_1_confidence;stim_2_confidence;stim_3_confidence;stim_4_confidence;Demand_response;Demand_recoded;reactance_question_1;reactance_question_2;believability_question_1;believability_question_2;IAT_D2;IAT_order;Reverse_Scored_IAT_D2;Transformed_IAT_D2
       21;32;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 1; 1; 2; 1; 1; 1; 2; 1; 3; 2; 3; 2; 0,00; 1,25; 1,25; 2,50; -1,25;-1,25; 1,25; 1,25;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;I don't know why I evaluated the items as I did;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;yes;6; 0,70810924;Learning_Consistent_First; 0,70810924;-0,70810924
       23;26;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,50530973;Learning_Consistent_First; 0,50530973;-0,50530973
       27;30;F;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-4;-4;-4;-3; 5; 5; 5; 5; 4; 4; 3; 4;-5,00; 5,00;-3,75; 3,75;-10,00;-7,50;10,00; 7,50;I would try Brand 3;I would try Brand 4; 5; 2; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,25506368;Learning_Consistent_First; 0,25506368;-0,25506368
       28;30;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I don't know;I don't know; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;8;no;NA; 0,39752186;Learning_Inconsistent_First;-0,39752186; 0,39752186
       29;25;F;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-3;-3;-3; 0; 0; 0; 0; 3; 3; 3; 3; 1; 1; 0; 1;-2,75; 3,00; 0,00; 0,75; -5,75;-0,75; 5,75; 0,75;I would try Brand 3;I would try Brand 4; 3; 2; 3; 2;What I learned during the experiment;Not Demand Compliant;yes;4;yes;5=I moderately believed it;-0,06382166;Learning_Consistent_First;-0,06382166; 0,06382166
       30;25;M;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-4;-5;-4;-4;-4;-4; 4; 4; 5; 4; 3; 4; 3; 4;-4,75; 4,25;-4,00; 3,50; -9,00;-7,50; 9,00; 7,50;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,86218681;Learning_Inconsistent_First;-0,86218681; 0,86218681
       31;33;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-3;-3;-4; 3; 3; 3;-3; 3; 3; 2; 2; 3;-2;-2;-2;-3,25; 2,50; 1,50;-0,75; -5,75; 2,25; 5,75;-2,25;I would try Brand 3;I would try Brand 2; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;6;yes;7;-0,13711264;Learning_Consistent_First;-0,13711264; 0,13711264
       33;35;F;Explicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2; 0; 0; 0; 0;-2;-3;-3;-3; 3; 3; 3; 3; 2,00;-2,75; 0,00; 3,00;  4,75;-3,00; 4,75;-3,00;I would try Brand 1;I would try Brand 4; 0; 0;-5; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,03705733;Learning_Consistent_First;-0,03705733;-0,03705733
       35;36;F;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 4; 4; 4; 4;-2;-2;-3; 2; 3; 2; 2; 2; 4,00;-1,25; 4,00; 2,25;  5,25; 1,75; 5,25; 1,75;I would try Brand 3;I would try Brand 2; 5; 5; 5; 5;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,70933089;Learning_Consistent_First; 0,70933089; 0,70933089
       36;37;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;2;no;NA;-0,32722562;Learning_Inconsistent_First; 0,32722562; 0,32722562
       38;35;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 2; 3; 2; 2; 3; 2; 2;-3;-3;-2;-3; 0; 0; 0; 0; 2,50;-2,75; 2,25; 0,00;  5,25; 2,25; 5,25; 2,25;I would try Brand 1;I would try Brand 2; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,19701183;Learning_Inconsistent_First;-0,19701183;-0,19701183
       41;24;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-2; 0;-1;-2; 1;-1; 1; 1; 0;-1; 0;-1;-1;-2;-2;-2;-1,25;-0,50; 0,50;-1,75; -0,75; 2,25;-0,75; 2,25;I would try Brand 3;I would try Brand 2; 3; 3; 1; 5;What I learned during the experiment;Not Demand Compliant;no;NA;yes;5=I moderately believed it; 0,41880430;Learning_Consistent_First; 0,41880430; 0,41880430
       43;20;F;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 4; 4; 4; 5;-5;-5;-5;-5;-4;-4;-4;-4; 5,00;-5,00; 4,25;-4,00; 10,00; 8,25;10,00; 8,25;I would try Brand 1;I would try Brand 2; 5; 5; 5; 4;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,53212756;Learning_Consistent_First; 0,53212756; 0,53212756
       44;20;F;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 0; 0; 0; 0;-5;-5;-5;-5; 0; 0; 0; 0; 5,00;-5,00; 0,00; 0,00; 10,00; 0,00;10,00; 0,00;I would try Brand 1;I don't know; 5;-5; 5;-5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,57725410;Learning_Inconsistent_First; 0,57725410; 0,57725410
       46;25;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad;-3;-4;-4;-4; 4; 4; 4; 4; 2; 4; 3; 4;-3;-4;-4;-4;-3,75; 3,25; 4,00;-3,75; -7,00; 7,75;-7,00; 7,75;I would try Brand 3;I would try Brand 2; 4; 5; 4; 5;What I learned during the experiment;Not Demand Compliant;yes;7;no;NA;-0,44616324;Learning_Inconsistent_First; 0,44616324; 0,44616324
       47;29;F;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 1; 1;-2; 0; 2; 2; 1; 2;-1; 0; 1; 0;-5;-5;-5;-5; 0,00; 0,00; 1,75;-5,00;  0,00; 6,75; 0,00; 6,75;I would try neither Brand;I would try Brand 2; 1; 0; 3; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,25721862;Learning_Consistent_First; 0,25721862; 0,25721862
       49;37;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 1; 1; 0; 1; 1; 0;-1;-1;-1; 0; 0; 0; 0; 1; 0,50;-0,75; 0,50; 0,25;  1,25; 0,25;-1,25;-0,25;I would try Brand 3;I would try Brand 2;-1;-1; 0;-1;What I learned during the experiment;Not Demand Compliant;no;NA;yes;9=I very strongly believed it; 0,70516830;Learning_Consistent_First; 0,70516830;-0,70516830
       53;39;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1; 0; 0; 0;-1; 0;-2; 0; 0; 0; 0; 0; 0; 0; 0; 0;-0,25; 0,00;-0,75; 0,00; -0,25;-0,75; 0,25; 0,75;I would try Brands 1 and 3;I would try Brand 4; 1; 1; 2; 1;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,37263441;Learning_Consistent_First; 0,37263441;-0,37263441
       54;26;M;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-1;-3;-1; 1;-1;-1;-1;-2;-1;-1; 1;-1;-1; 1;-2;-1;-1,00;-0,50;-1,25;-0,75; -0,50;-0,50; 0,50; 0,50;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;7;yes;5=I moderately believed it; 0,66900071;Learning_Inconsistent_First;-0,66900071; 0,66900071
       57;23;M;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 0; 0; 0; 0; 5; 5; 5; 5; 0; 0; 0; 0;-5,00; 5,00; 0,00; 0,00;-10,00; 0,00;10,00; 0,00;I would try Brand 3;I would try neither Brand; 5; 3; 5; 3;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,23289889;Learning_Consistent_First;-0,23289889; 0,23289889
       58;29;M;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5; 5; 5; 5; 5; 5; 5; 5; 5; 3; 1; 5; 1;-5,00; 5,00; 5,00; 2,50;-10,00; 2,50;10,00;-2,50;I would try Brand 3;I would try Brand 2;-5; 5; 5; 0;What I learned during the experiment;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt;yes;9=I very strongly believed it;-0,15200905;Learning_Inconsistent_First; 0,15200905;-0,15200905
       60;32;F;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0;-2;-2;-2;-3;-3;-3;-3; 2;-2; 2; 2; 3; 2; 3; 3;-1,50; 1,00;-3,00; 2,75; -2,50;-5,75; 2,50; 5,75;I would try Brand 1;I would try Brand 4;-3;-3;-3;-3;What I learned during the experiment;Not Demand Compliant;yes;2;no;NA; 0,48907025;Learning_Inconsistent_First;-0,48907025; 0,48907025
       61;24;F;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;no;NA;yes;5=I moderately believed it;-0,02174795;Learning_Consistent_First;-0,02174795; 0,02174795
       62;23;M;Explicits First;Fail;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0;-2;-2;-1; 0; 2; 1; 0; 0; 0; 0; 0; 1; 0; 0; 1;-1,25; 0,00; 0,75; 0,50; -1,25; 0,25; 1,25;-0,25;I don't know;I don't know;-2;-2;-3;-3;I don't know why I evaluated the items as I did;Not Demand Compliant;no;NA;no;NA; 0,33633241;Learning_Inconsistent_First;-0,33633241; 0,33633241
       64;35;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00; 0,00; 0,00; 0,00;  0,00; 0,00; 0,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 0; 0; 0; 0;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;9=I very strongly resisted your attempts to influence how I felt;no;NA;-0,04547726;Learning_Inconsistent_First; 0,04547726;-0,04547726
       68;34;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 1; 3; 3; 3; 3; 2; 2; 2; 1;-2;-3;-1;-3; 2,50; 1,75; 3,00;-2,25;  0,75; 5,25; 0,75; 5,25;I would try Brand 1;I would try Brand 4; 4; 3; 3; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;no;NA;no;NA; 0,62795667;Learning_Inconsistent_First;-0,62795667;-0,62795667
       71;21;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 1; 0; 1; 1;-2;-3;-2;-2;-1;-1;-1;-1; 3,00;-2,25; 0,75;-1,00;  5,25; 1,75; 5,25; 1,75;I would try Brand 1;I would try Brands 2 and 4; 3; 1; 2; 1;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,42872119;Learning_Consistent_First; 0,42872119; 0,42872119
       72;36;M;Implicits First;Fail;AQ;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 5; 5; 5; 5; 5; 5; 5;-5; 5;-5;-5;-5;-5;-5;-5; 3,75;-2,50; 5,00;-5,00;  6,25;10,00; 6,25;10,00;I would try Brand 1;I would try Brand 2; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,15484180;Learning_Inconsistent_First;-0,15484180;-0,15484180
       73;33;F;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 5; 5; 5; 5; 0; 0; 0; 0;-5;-5;-5;-5; 0; 0; 0; 0; 5,00;-5,00; 0,00; 0,00; 10,00; 0,00;10,00; 0,00;I would try Brand 1;I would try Brands 2 and 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;3;yes;7; 0,51980189;Learning_Consistent_First; 0,51980189; 0,51980189
       75;25;M;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0,00; 0,50; 0,50; 0,25; -0,50; 0,25;-0,50; 0,25;I would try Brand 3;I would try Brand 4; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,01944563;Learning_Consistent_First; 0,01944563; 0,01944563
       76;27;F;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 3; 3; 3; 3; 2; 2; 2; 2;-3;-2;-2;-3;-1;-2; 1;-2; 3,00;-2,50; 2,00;-1,00;  5,50; 3,00; 5,50; 3,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 3; 2; 3; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA;-0,25049781;Learning_Inconsistent_First; 0,25049781; 0,25049781
       77;34;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 4; 4; 4; 4; 1; 1; 1; 1;-3;-3;-3;-3;-4;-4;-4;-4; 4,00;-3,00; 1,00;-4,00;  7,00; 5,00; 7,00; 5,00;I would try Brand 1;I would try Brand 2; 1; 2; 3; 1;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,29168917;Learning_Consistent_First; 0,29168917; 0,29168917
       78;24;M;Explicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2;-1;-1;-1;-2;-3;-2;-2;-2;-1; 2; 1; 2; 2,00;-2,25;-1,25; 1,00;  4,25;-2,25; 4,25;-2,25;I would try Brand 1;I would try Brand 4; 3; 1; 3; 1;What I learned during the experiment;Not Demand Compliant;yes;6;yes;4; 0,89836367;Learning_Inconsistent_First;-0,89836367;-0,89836367
       79;20;F;Implicits First;Pass;CC;Outcome_1_Target_1_Good_Outcome_2_Target_2_Bad; 2; 2; 2; 2;-2;-2;-3;-2;-2;-3;-3;-3; 2; 2; 2; 2; 2,00;-2,75;-2,25; 2,00;  4,75;-4,25; 4,75;-4,25;I would try Brand 1;I would try Brand 4; 3; 2; 3; 1;What I learned during the experiment;Not Demand Compliant;yes;7;yes;7;-0,25891840;Learning_Consistent_First;-0,25891840;-0,25891840
       82;38;F;Explicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-5;-5;-5;-5;-1;-1;-1;-1; 5; 5; 5; 5; 1; 1; 1; 1;-5,00; 5,00;-1,00; 1,00;-10,00;-2,00;10,00; 2,00;I would try Brand 3;I don't know; 5; 5; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;2;yes;9=I very strongly believed it; 0,97868302;Learning_Inconsistent_First;-0,97868302; 0,97868302
       84;26;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2;-2;-2;-2;-2; 2; 2; 2; 2; 2; 2; 2; 2;-2,00; 2,00;-2,00; 2,00; -4,00;-4,00; 4,00; 4,00;I would try Brand 3;I would try Brand 4; 4; 4; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;no;NA; 0,04165175;Learning_Inconsistent_First;-0,04165175; 0,04165175
       87;39;M;Implicits First;Pass;AQ;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 3; 3; 3; 3; 0; 0; 0; 0;-1;-1;-1;-1; 0; 0; 0; 0; 3,00;-1,00; 0,00; 0,00;  4,00; 0,00;-4,00; 0,00;I would try Brands 1 and 3;I would try Brands 2 and 4; 3; 3; 3; 3;What I learned during the experiment;Not Demand Compliant;yes;4;no;NA; 0,72289057;Learning_Consistent_First; 0,72289057;-0,72289057
       90;22;M;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 0;-1; 0; 0;-1;-1;-1;-1; 0; 1; 1; 1; 2; 2; 2; 2;-0,25; 0,75;-1,00; 2,00; -1,00;-3,00; 1,00; 3,00;I would try Brand 3;I would try Brand 4; 3; 3; 4; 4;What I learned during the experiment;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,62482804;Learning_Inconsistent_First;-0,62482804; 0,62482804
       91;21;M;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-3;-4;-3;-5;-2;-2;-3;-2; 2; 4; 5; 4; 4; 3; 3; 3;-3,75; 3,75;-2,25; 3,25; -7,50;-5,50; 7,50; 5,50;I would try Brand 3;I would try Brand 4; 5; 4; 5; 5;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA; 0,38926805;Learning_Consistent_First; 0,38926805;-0,38926805
       92;27;F;Implicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2,00; 2,00; 2,00; 2,00;  0,00; 0,00; 0,00; 0,00;I don't know;I don't know; 1; 0; 1; 0;What I learned during the experiment;Not Demand Compliant;yes;1=I did not resist your attempts to influence how I felt at all;no;NA;-0,12962391;Learning_Inconsistent_First; 0,12962391;-0,12962391
       93;32;M;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-3;-2; 1; 3; 3; 3; 2; 2; 2; 2; 3; 2; 3; 3;-2,25; 2,00; 2,50; 2,75; -4,25;-0,25; 4,25; 0,25;I would try Brand 3;I would try Brand 4; 4; 1; 3; 1;What I learned during the experiment;Not Demand Compliant;yes;3;no;NA; 0,32816360;Learning_Consistent_First; 0,32816360;-0,32816360
       94;33;F;Explicits First;Pass;CC;Outcome_1_Target_1_Bad_Outcome_2_Target_2_Good;-2;-2;-2;-2; 3; 2;-1; 2; 2; 3; 3; 3; 2; 2; 2; 2;-2,00; 2,75; 1,50; 2,00; -4,75;-0,50; 4,75; 0,50;I would try Brand 3;I would try Brand 2; 1;-1; 2; 2;I based my ratings on some some factor that was not what I learned or what the experimenter wanted me to do;Not Demand Compliant;yes;5=I slightly resisted your attempts to influence how I felt;yes;5=I moderately believed it; 0,20616170;Learning_Inconsistent_First;-0,20616170; 0,20616170
